Plant_ID Electricity SO2 NOx Capital Employees Coal_hc Oil_hc Gas_hc CAA
3 24090.4371108344 158.680500622665 73.592396014944 2022554962.63059 418.636363636364 68142.7814807434 34.0710058793885 474.742574157036 0.545454545454545
8 20718.3501867995 253.618727272727 66.5178530510585 1894808125.49149 488.545454545455 59971.4795394528 113.863864582779 0 0.545454545454545
470 9706.37584059776 32.4296264009963 45.0193399750934 990311729.987196 114.272727272727 29559.3372241358 36.4903858033339 28.992941026924 0.545454545454545
602 14847.6789539228 78.2697110834371 45.128702366127 1863463413.96509 148.818181818182 43274.0860356971 242.317568902482 0 0.545454545454545
641 12402.1501867995 265.630864259029 54.3575491905355 1507909842.816 239.545454545455 38104.022772913 37.8761083103517 601.134972204234 0.545454545454545
708 9908.0801992528 129.59898879203 43.5722938978829 1056987288.36761 278.454545454545 30480.8433986878 60.8261442409478 0 0.545454545454545
709 25355.8313823163 245.402505603985 110.480398505604 1680260249.14171 431.272727272727 72773.8728239027 47.6598264691905 0 0.545454545454545
728 13367.9526774595 221.438156911582 43.066400996264 1602566184.96452 414.090909090909 40673.7033599239 81.1060722624689 0 0.545454545454545
856 9048.75143212951 66.9264657534247 36.1229589041096 1038156781.42949 158.636363636364 26466.9038870894 39.5547116241448 0 0.545454545454545
861 9607.06351183063 287.592373599004 80.8117534246575 1238018572.73798 286.636363636364 29995.5081582792 44.2795997459528 0 0.545454545454545
862 1130.35279950187 30.2768293897883 5.99672727272727 497477561.006027 101.545454545455 3694.49984436598 23.0767099176835 0 0.545454545454545
863 1424.96503113325 32.9123262764633 5.53142465753425 386362647.431977 89.9090909090909 4486.24232625081 28.9030995607692 0 0.545454545454545
864 3063.81414694894 72.6458630136986 10.825098381071 760195674.135626 146.545454545455 9364.17224104927 184.252628847805 0 0.545454545454545
876 10383.9526774595 356.540132004981 93.7814919053549 1512652598.40355 299.181818181818 34603.847001873 0 76.8873775835616 0.545454545454545
879 11365.9686176837 52.4266525529265 61.3342366127024 3080748334.67962 363.727272727273 39168.2565099024 0 138.931588595093 0.545454545454545
887 17504.8343711083 242.562881693649 57.7529290161893 2078701028.79033 345.454545454545 53064.1599446545 43.7105639389024 62.3078070252802 0.545454545454545
889 25381.5623262765 648.661509339975 162.417603985056 1954674093.57652 264.090909090909 75598.718761061 75.5829744029888 0 0.545454545454545
983 26165.9514321295 662.883163138232 177.35202988792 1925408633.50079 390.454545454545 75353.6305568817 15.5940739349605 0 0.545454545454545
988 10810.6094645081 161.259870485679 63.8296164383562 1868523177.92564 311.909090909091 30896.8175583736 132.154868051154 0 0.545454545454545
991 1746.13250311333 30.1 6.45752179327522 658910618.348346 99.1818181818182 5851.46570297151 67.1473843916233 0 0.545454545454545
994 25527.4219178082 283.188592777086 74.2280149439601 2967696562.37772 324.363636363636 77488.1171617452 103.391417033567 0 0.545454545454545
1004 442.921448069738 12.8510709838107 3.03286674968867 372983079.524193 66.6363636363636 1742.57482247542 30.240547558655 0 0.545454545454545
1008 6053.77875466999 126.893855541719 28.0282615193026 835669815.02657 151.454545454545 18889.701272362 148.524495532534 0 0.545454545454545
1012 5402.59580572852 122.777945205479 25.0480249066003 597635962.70278 86.4545454545455 16981.9541598798 5.31107280871233 14.8687071804732 0.545454545454545
1047 2760.82887870486 15.8444657534247 17.7471407222914 523745568.603798 51.1818181818182 9526.39989379661 34.0359447481943 0 0.545454545454545
1250 4885.11830635118 12.5295367372354 18.2684084682441 663580142.547862 134.909090909091 16201.359646272 0 301.088174362217 0.545454545454545
1355 8587.93250311332 139.834525529265 28.8910684931507 753737219.10268 149.181818181818 26698.0349480389 49.8694343612653 0 0.545454545454545
1356 25417.8772104608 255.35103860523 82.6753175591532 2219907848.43006 237.363636363636 76462.3633185828 133.574681379826 0 0.545454545454545
1357 2444.03686176837 53.1817285180573 13.0946749688667 404081772.157623 105.272727272727 8313.91541407093 10.412509704807 0 0.545454545454545
1364 19582.0777085928 350.527212951432 71.0727745952677 1925165763.05782 418.545454545455 58579.0165308242 166.135368116592 89.5806366145704 0.545454545454545
1570 1173.97882938979 9.38056288916563 3.77387795765878 344416530.305483 66.3636363636364 3689.93663765345 24.4232889422167 0 0.545454545454545
1606 2853.7167618929 27.5108343711083 10.8947148194271 214166878.014973 68.0909090909091 8187.52248316737 7.25426895722271 0 0.545454545454545
1695 5271.56164383562 30.4021120797011 17.7349115815691 818674418.658888 166.272727272727 15429.9577516676 31.7899770736737 17.8616372851806 0.545454545454545
1745 9132.1098381071 53.3374694894147 30.0500124533001 1995126392.66697 326.272727272727 27852.9131146272 123.584302311142 0 0.545454545454545
1943 800.835691158157 4.39888667496887 4.49375591531756 246510179.721644 42.2727272727273 2770.84002497908 10.2981572692902 0 0.545454545454545
2080 5773.99919302615 66.5830211706102 24.297195516812 620079038.092111 157.363636363636 17542.1822892034 33.9591974023433 0 0.545454545454545
