Plant_ID Electricity SO2 NOx Capital Employees Coal_hc Oil_hc Gas_hc CAA
2103 31500.6801992528 554.790186799502 102.004383561644 3067847568.14845 466.454545454545 93109.750807402 284.597153135342 0 0.545454545454545
2107 10004.4266500623 197.3020249066 76.3812702366127 1159944000.49492 248.545454545455 30886.4232387792 34.5666258899626 0 0.545454545454545
2526 2038.87455666252 31.9983686176837 7.65414694894147 477617315.328776 75.2727272727273 6549.57060617051 31.6595150471942 0 0.545454545454545
2527 2490.25133723537 39.9232478206725 9.41239601494396 488110740.436821 83.1818181818182 7780.94818711332 38.9342451194271 0 0.545454545454545
2535 5536.88881195517 68.6308468244085 15.7684757160648 519893567.321224 89.5454545454545 15320.5621066322 14.4465083095378 0 0.545454545454545
2549 11232.0418430884 136.050929016189 49.7100249066003 2118987679.04794 291.454545454545 34428.7635251073 0 0 0.545454545454545
2554 9724.7103362391 146.32302615193 26.6489464508095 1207175218.86154 204.727272727273 28319.1056434596 27.2925531143027 0 0.545454545454545
2642 3439.37085927771 56.1916911581569 10.3253100871731 518156263.0762 132.727272727273 10617.3912247686 40.7842713181569 0 0.545454545454545
2706 6237.74171855542 49.3116537982565 25.7976288916563 408555571.148917 83.1818181818182 18021.5262094497 33.9207737577101 0 0.545454545454545
2718 6770.50510585305 49.2246176836862 19.2299302615193 1206866834.14426 152.454545454545 19805.5444100681 140.440876186191 0 0.545454545454545
2721 5638.28941469489 41.1499476961395 16.2501270236613 934754225.181202 139.818181818182 16453.1615778546 58.3268273659527 0 0.545454545454545
2727 26850.9085927771 178.418717310087 69.8738430884184 1671713968.09291 183.181818181818 71508.7113611699 147.150615400527 0 0.545454545454545
2790 1051.22926276463 7.72224408468244 2.21970361145704 210735689.92859 50.7272727272727 4072.51467439522 0 0.505629593275218 0.545454545454545
2850 40943.9788293898 433.24200747198 183.865867995019 2729416118.98984 542.363636363636 118098.126317278 81.7964467337239 0 0.545454545454545
2864 6529.81544209215 182.159912826899 34.5415716064757 1186099767.86009 249 21677.2864618558 13.1077316160607 0 0.545454545454545
2872 20270.7496886675 683.679449564135 116.531175591532 2109120120.0524 369.272727272727 57674.1580883659 186.7132102915 0 0.545454545454545
2876 21315.0640099626 575.769820672478 133.74399750934 1627246054.51776 336.636363636364 61290.183811089 20.9634278573498 0 0.545454545454545
3098 5515.27566625156 12.4955566625156 27.8032229140722 1241315479.47093 216.818181818182 18611.4285695085 86.1849602685241 0 0.545454545454545
3130 3282.56737235367 43.5275790784558 12.2989638854296 609057620.226104 93.9090909090909 10796.3336765174 109.812919744199 0 0.545454545454545
3131 10027.7354919054 151.951469489415 35.714199252802 1130599509.57529 131.545454545455 30021.1861998679 237.908580763376 0 0.545454545454545
3138 4427.19750933998 59.6911930261519 22.8198156911582 778596730.991761 154.727272727273 14811.3412366518 37.8212264991011 0 0.545454545454545
3140 23663.4829389788 324.906831880448 64.8142814445828 1724242517.04788 209.818181818182 68326.7657026144 319.644734025818 0 0.545454545454545
3149 26197.4204234122 330.512134495641 70.961100871731 1677908018.62588 189.090909090909 72828.4699876635 344.773401521184 0 0.545454545454545
3178 5806.30087173101 83.8245853051059 25.5922590286426 533079768.161023 84.4545454545455 17105.6070557687 19.2765074732534 0 0.545454545454545
3297 10305.6403486924 92.3204657534247 43.7428916562889 743586386.883659 92.2727272727273 29807.9328932838 205.427367129845 0 0.545454545454545
3497 18019.3479452055 158.591419676214 51.8873823163138 1047070248.71683 220.545454545455 57542.3668115405 0 861.305442175317 0.545454545454545
3644 3052.31457036115 13.4445529265255 10.7318630136986 322327425.825494 97.5454545454545 9994.37914111208 11.0596893063512 0 0.545454545454545
3775 10706.6874221669 57.0098480697385 43.6927198007472 932279237.749661 173.636363636364 29414.9052804726 29.3878113300347 0 0.545454545454545
3776 3397.17110834371 23.9879352428394 13.3464557907846 748486943.570584 130 10662.4282884196 98.7141246640754 0 0.545454545454545
3788 5960.74445828144 37.1585678704857 18.393496886675 1058546681.98018 197.181818181818 18500.1829785678 146.666227680925 0 0.545454545454545
3796 3118.08642590286 21.8228542963885 13.9746799501868 524991120.370086 128.818181818182 9353.15818760573 32.4049663113325 0 0.545454545454545
3936 3384.06575342466 19.9275666251557 15.0397907845579 774685605.702711 138.545454545455 9789.32672754515 22.4240165666681 0 0.545454545454545
3945 951.888418430884 8.42224906600249 5.3907795765878 442266887.836994 79.7272727272727 3526.6386151602 13.5300698033873 0 0.545454545454545
3946 2386.98505603985 26.5910759651308 15.8585056039851 476687508.462261 72.0909090909091 7307.31453084543 14.0487945242839 3.28919824288917 0.545454545454545
3947 12830.7290161893 399.752665006227 84.657200498132 1001656626.61646 236.090909090909 36278.1094049493 16.9308778189938 0 0.545454545454545
3948 18989.6079701121 193.801890410959 79.3997534246575 1884919706.15651 252.454545454545 54454.0919877475 262.893301842118 0 0.545454545454545
4054 2860.72801992528 26.9052204234122 19.0406824408468 289854806.335931 62.6363636363636 8636.52430657101 3.97742082116578 0 0.545454545454545
4072 3837.21843088418 57.0646151930261 21.3160149439601 695156050.495668 154 12590.3236051368 26.7805433033126 155.650387668917 0.545454545454545
4158 14938.3337484433 64.0753773349938 89.7549290161893 1239489212.86017 257.363636363636 48815.0296635619 62.7697039872826 0 0.545454545454545
4162 11925.303113325 54.9052826899128 47.9683337484433 1030721017.07098 215 36361.234296934 25.6422304147701 88.5737862669738 0.545454545454545
6002 28307.9584059776 121.121118306351 85.3596338729763 3165408713.4354 403.909090909091 78793.4584614942 172.22112103985 1183.63384784486 0.545454545454545
6004 20344.1153175592 325.442316313823 71.8201220423412 2309939765.90728 247.636363636364 59548.8038277665 223.354219406077 21.2898015479452 0.545454545454545
6016 5487.82191780822 23.4588792029888 20.345100871731 889401781.447866 127.545454545455 16377.7451320143 25.0356161900696 0 0.545454545454545
6017 12264.4732254047 54.6752552926526 29.262296388543 1926522495.97475 238.636363636364 37203.0575250355 114.69922108065 0 0.545454545454545
6095 14886.7100871731 55.5589315068493 59.0284433374844 1249075037.65052 217.909090909091 44755.9161369277 46.3873003037637 0 0.545454545454545
6139 21219.7066002491 83.2662141967621 119.930515566625 1203092307.42085 131.181818181818 65148.4803731094 125.499498667995 0 0.545454545454545
6146 42208.1676214197 166.115095890411 124.363922789539 2504548645.34562 575.181818181818 137029.967549739 264.16700218939 0 0.545454545454545
6147 31474.7158156912 181.613823163138 111.685544209215 1843206863.13798 427.272727272727 102516.541790942 337.570229094994 0 0.545454545454545
6155 15598.8727272727 138.039103362391 54.278102117061 1384110876.2139 237.545454545455 45292.0399757859 52.5849521436613 0 0.545454545454545
6178 11311.5354919054 38.6231681195517 35.3478306351183 731971943.712568 107.181818181818 32138.2623143012 26.1509702979392 0 0.545454545454545
6193 19687.599750934 67.9814769613948 76.8735541718555 1093413991.75929 148.636363636364 57303.5060631861 0 174.222541468892 0.545454545454545
6248 8430.14894146949 35.9017708592777 54.31999501868 1117842551.38378 117.363636363636 26594.1942065045 77.3634326267387 50.005525876538 0.545454545454545
6264 18923.0938978829 92.1756612702366 55.0919850560399 1754944335.24097 241.454545454545 51897.9302878558 172.914735088012 0 0.545454545454545
8042 33454.1459526775 214.028871731009 134.376381070984 1545490631.91777 178.545454545455 89227.7109979498 105.583916513674 0 0.545454545454545
8102 36412.9594022416 920.709270236613 174.138201743462 2729538594.47674 384.090909090909 104838.799532961 165.574780593899 0 0.545454545454545
8226 9131.24483188045 109.975183063512 24.8747671232877 983408634.909137 153.818181818182 26443.5310551237 12.7696212020022 151.351353622914 0.545454545454545
