Plant_ID Year Electricity SO2 NOx Capital Employees Coal_hc Oil_hc Gas_hc CAA
3131 85 10770.6082191781 171.332876712329 40.4251232876712 1014919166.0608 143 32275.4621562115 199.500284189076 0 0
3138 85 4856.66301369863 64.7775890410959 25.8667123287671 762258036.694 173 16524.3172604148 40.5784645259671 0 0
3140 85 24487.301369863 353.278602739726 74.3278630136986 1555832642.7028 211 72493.2245305896 421.362363424029 0 0
3149 85 26723.2739726027 285.226246575342 75.6027945205479 1571120553.3408 194 74509.8202271068 432.198068192992 0 0
3178 85 6050.9698630137 84.8466301369863 27.3619726027397 483306722.4524 84 18192.2145117425 22.4192088591781 0 0
3297 85 8583.8904109589 81.8690136986301 37.0957534246575 692783689.4748 89 25117.492358714 224.27359091424 0 0
3497 85 17344.4821917808 110.627287671233 47.941397260274 954757413.0556 256 55970.1473218252 0 448.800097123288 0
3644 85 1339.25753424658 6.97835616438356 5.02471232876712 307777444.3128 108 4615.75310922904 23.6062668493151 0 0
3775 85 9891.77808219178 50.6440273972603 39.6374794520548 900360460.4456 174 27366.6051266784 35.2579256042482 0 0
3776 85 3610.43287671233 25.2619452054795 15.8390136986301 728766487.9264 131 10542.8622840493 166.258903696488 0 0
3788 85 6554.23835616438 42.7118630136986 20.5193150684931 972826892.9764 206 20650.55636744 173.614323054561 0 0
3796 85 2899.94520547945 19.9240273972603 13.3431506849315 478718361.7524 131 8862.53882232164 56.6550404383562 0 0
3936 85 3776.16438356164 23.0008493150685 17.6314246575342 733568523.7188 132 10797.1774144225 24.7197407333589 0 0
3945 85 1090.08493150685 10.6414520547945 6.09813698630137 428025292.6796 83 4084.66574112712 15.2159251463014 0 0
3946 85 2475.69863013699 26.2403561643836 16.8337260273973 454007692.138 80 7893.46093968438 18.0689111112329 0 0
3947 85 12719.002739726 420.909424657534 85.8539726027397 985224756.6084 247 36225.7380625129 14.5245953876762 0 0
3948 85 23163.7643835616 275.08197260274 103.718328767123 1845190970.9772 259 66542.9693308301 282.026106932364 0 0
4054 85 2943.54246575342 68.5470410958904 24.4743835616438 279587305.9672 61 8853.70445798027 0.475632553775342 0 0
4072 85 2822.27397260274 61.4160273972603 15.2686575342466 627083221.38 160 9478.61115988383 75.3916716690411 0 0
4158 85 13372.6657534247 79.5747397260274 76.0295890410959 1174192520.3932 308 44524.2266571079 87.1409693159869 0 0
4162 85 10948.6465753425 50.7078904109589 43.4373150684932 976338597.388 255 32601.6146895178 44.8519441092608 102.36608709589 0
6002 85 13129.898630137 58.9924383561644 39.8663835616438 1994205489.5532 330 37690.8589268866 426.88912332062 0 0
6004 85 19697.9890410959 96.268904109589 73.6895068493151 2251086560.03 257 57883.0511262186 183.54209707726 0 0
6016 85 5328.38082191781 23.4638630136986 20.0767945205479 873936166.9808 114 16129.3977447342 19.3353738384033 0 0
6017 85 11789.8520547945 37.8938904109589 27.2453424657534 1906709186.1972 243 35098.0843596745 109.830149559825 0 0
6095 85 12810.4931506849 39.0618082191781 55.7999178082192 1212355105.808 264 38938.7340474225 17.2698760739458 0 0
6139 85 21504.002739726 93.2033698630137 150.60802739726 1175771671.7824 132 64905.4979880816 130.306593008219 0 0
6146 85 37963.9424657534 104.527698630137 114.944712328767 2381475151.4092 700 125680.47080613 431.407898995068 0 0
6147 85 36054.2191780822 223.911506849315 116.313178082192 1767422135.6484 528 118953.1289373 434.665563820274 0 0
6155 85 16162.0493150685 158.958630136986 56.5675068493151 1372059234.0224 270 46406.2515374203 51.7449369336986 0 0
6178 85 10965.9150684932 32.2125753424658 35.1926849315068 727762015.9656 121 30195.7561490871 35.625228999452 0 0
6193 85 18890.4904109589 55.8889863013699 79.907698630137 1065632821.4224 165 55708.5348038455 0 225.953405155069 0
6248 85 8239.67397260274 31.6404109589041 57.6634794520548 1123920808.6568 123 25673.69952472 78.156167856526 0 0
6264 85 19380.1095890411 82.7368219178082 55.8777808219178 1754524588.6476 247 53338.4293195463 197.79676829281 0 0
8042 85 31431.4767123288 199.569945205479 125.38895890411 1500047185.1596 182 83381.1701286767 135.694396301163 0 0
8102 85 33537.9808219178 974.037315068493 164.904602739726 2681707869.7332 365 99177.3353870921 154.590872309333 0 0
8226 85 8780.88493150685 112.289945205479 27.1374246575342 936226605.0984 161 26023.6197146592 121.400656713978 0 0
3 86 25462.1643835616 146.919342465753 77.3279726027397 1932239418.97531 455 72295.2283323792 38.0729762983529 550.477908983014 0
8 86 19437.4246575342 194.232082191781 65.1751780821918 1829792237.32277 541 60127.2322720406 102.114832429692 0 0
470 86 9432.13150684931 33.2926301369863 43.7966849315069 926218760.495521 110 28605.4058055331 68.0898655153068 12.7105294167123 0
602 86 9663.34520547945 51.4209589041096 29.680904109589 1242897145.66772 120 28678.0540114685 147.930839615459 0 0
641 86 9879.87671232877 233.074794520548 44.6156438356164 1446555738.44101 226 30512.9257752164 24.4560924558904 743.356525479452 0
708 86 13663.4821917808 185.06904109589 62.4910684931507 1003957479.59994 306 41754.1224556712 57.7072054750685 0 0
709 86 26893.9178082192 285.233945205479 129.025178082192 1648328248.43096 476 85497.0958573167 39.6011988016438 0 0
728 86 17418.6904109589 349.440109589041 59.1336164383562 1583265351.89127 439 53635.1621814712 72.1879640252055 0 0
856 86 9456.34520547945 61.0109589041096 39.4372054794521 1025491765.42791 153 27318.9106718449 30.2471987009836 0 0
861 86 10281.7123287671 373.690739726027 87.3582739726027 1210751120.42993 290 32529.5553555589 25.7078113832515 0 0
862 86 1999.67260273973 49.9212054794521 10.3665753424658 485672752.728508 102 6344.23062535288 8.3917243557863 0 0
863 86 2805.45890410959 64.9715890410959 10.0327671232877 375836637.861309 93 8639.33755459014 11.0011138807759 0 0
864 86 3581.41616438356 82.4965479452055 12.2651506849315 732964950.733893 147 10532.4552926926 136.191207048626 0 0
876 86 13633.6082191781 470.238602739726 121.889698630137 1466067026.34605 333 44456.6794924411 0 60.6935588183562 0
879 86 14200.9753424658 74.6747397260274 72.5843287671233 3137804091.30471 417 47396.7663191594 0 90.4906895890411 0
887 86 14413.8821917808 243.638273972603 48.6826301369863 2009021882.69715 363 44223.6822663145 29.2503600091184 0 0
889 86 28254.1378082192 713.115753424658 176.959780821918 1909109400.02626 266 83214.1345932537 83.094059309589 0 0
983 86 26667.4739726027 724.546712328767 178.64397260274 1887314818.40058 389 76273.1911779578 11.0072649994521 0 0
988 86 10097.7917808219 171.781753424658 58.3868219178082 1817124851.59146 325 28338.9424405962 162.453559991083 0 0
991 86 1627.76712328767 40.7270410958904 6.11279452054795 617159326.819328 95 5374.29809950356 44.0627832361644 0 0
994 86 23150.7808219178 284.758630136986 73.8134246575343 3014656854.57534 324 71424.70854088 132.657102721644 0 0
1004 86 161.497260273973 4.63879452054795 1.09150684931507 361526962.636055 73 631.341416955616 12.0122175024658 0 0
1008 86 3949.88383561644 110.85104109589 20.4908219178082 793131915.356026 163 12574.1592248608 113.192049542466 0 0
1012 86 3860.77350684932 109.51597260274 20.2514246575342 551802746.00796 75 11588.7316739211 1.39917715939726 10.5216503671233 0
1047 86 3346.77958356164 20.624301369863 24.2311780821918 520049667.693282 55 11213.8810179731 32.1045229150685 0 0
1250 86 3429.91232876712 11.8001643835616 14.4057534246575 637209743.732531 135 12017.2690829847 0 303.126306156712 0
1355 86 8441.19178082192 167.906657534247 32.2629589041096 708604690.694947 138 27322.2916673704 36.8257762849315 0 0
1356 86 19003.3205479452 211.423095890411 68.0314520547945 2170521470.89994 233 58622.1855022559 140.952344892493 0 0
1357 86 2529.59178082192 52.5870684931507 13.6932876712329 399861024.782971 106 8560.97197505863 7.00094428273973 0 0
1364 86 18617.5479452055 55.108301369863 74.546904109589 1848433979.24404 521 56419.7225716701 147.775230476712 147.236060130137 0
1570 86 1067.14520547945 9.37043835616438 3.91482191780822 326732026.619192 64 3405.37903267945 18.0689111112329 0 0
1606 86 2953.68493150685 28.4993698630137 11.8811232876712 209991159.387018 68 8375.43827987616 0 0 0
1695 86 5560.31232876712 36.326602739726 17.357095890411 829730862.539564 192 16462.9147909501 35.625228999452 0 0
1745 86 8644.72328767123 54.53 27.6869315068493 1971143171.74085 315 27635.4557757173 153.149234220521 0 0
1943 86 668.396712328767 7.37605479452055 3.44153424657534 242084421.493579 38 2454.92842162849 1.4163760109589 0 0
2080 86 4667.4602739726 202.693671232877 19.5151780821918 587554979.689986 160 14830.6018189753 51.9010755272877 0 0
2103 86 30503.0383561644 655.136849315069 102.34797260274 2953730321.35471 486 89991.1071125589 243.016400242192 0 0
2107 86 10793.6273972603 253.046 82.7277260273973 1136097392.65219 265 33320.7500611019 20.7903764465753 0 0
2526 86 1475.51835616438 25.8466575342466 6.58312328767123 447927827.188346 86 5068.79446562959 46.5987707605479 0 0
2527 86 1857.65890136986 31.3934520547945 9.37394520547945 443270917.717542 95 5954.89359031507 55.179648760274 0 0
2535 86 3810.07863013699 53.3081369863014 11.4562191780822 496835474.662114 83 10571.7671139918 16.2273963512893 0 0
2549 86 8834.87671232877 108.199534246575 39.2947945205479 1993422069.87015 306 27079.3817362093 0 0 0
2554 86 8102.76164383562 112.878219178082 24.1952054794521 1123300040.10584 214 24150.0518195923 0 0 0
2642 86 2567.10684931507 45.7545479452055 7.83898630136986 500263852.23702 133 7983.3116906789 41.4188813490411 0 0
2706 86 6697.21643835616 43.3821917808219 27.7935068493151 398684957.035257 105 19734.7751724614 34.7561069558893 0 0
2718 86 6257.74520547945 44.7646301369863 18.3399726027397 1063504711.20996 156 17905.5867378975 100.913445435577 0 0
2721 86 6375.57808219178 47.1883835616438 18.8667945205479 854434000.406048 145 18529.2814908493 47.5122253732537 0 0
2727 86 26170.9287671233 166.972630136986 70.8505479452055 1630251589.64012 196 69319.0102674992 170.896267138616 0 0
2790 86 770.416712328767 8.09794520547945 2.15791780821918 189390938.300589 52 3021.67409962082 0 0 0
2850 86 40848.7589041096 475.328 189.97098630137 2617244210.04662 540 117447.815272172 68.6109671113578 0 0
2864 86 6534.12739726027 171.650712328767 34.0382739726027 1134057097.65416 282 21796.6386959321 15.3065192538214 0 0
2872 86 21711.9342465753 754.278849315069 123.235698630137 2015522490.00835 377 60920.1086430696 198.213499838472 0 0
2876 86 20222.6273972603 571.887808219178 128.799178082192 1624708791.40293 338 58725.9024459282 16.0522614575342 0 0
3098 86 4686.74246575342 10.5401369863014 25.8707945205479 1210770317.60734 231 16185.8547815874 104.392756244878 0 0
3130 86 3357.40821917808 43.5056164383562 12.5237808219178 587227630.573122 105 10991.9376270323 152.768522465747 0 0
3131 86 10424.6630136986 160.132246575342 38.6538082191781 1055086977.65899 144 30992.5424887233 224.821303517678 0 0
3138 86 5098.45479452055 69.4550410958904 27.2610410958904 764945884.802022 176 17636.7653156652 27.2668670433715 0 0
3140 86 24241.7452054795 338.398794520548 72.8455616438356 1571985571.59253 211 70557.6294832142 260.557535928503 0 0
3149 86 25545.3095890411 287.908684931507 73.0306849315069 1587229705.35508 190 71598.000861126 353.181168634606 0 0
3178 86 6699.79452054795 94.2065479452055 30.5119452054795 483828084.724246 85 20291.020076377 14.4790723882192 0 0
3297 86 7660.17534246575 74.4024383561644 32.3168767123288 697715072.988472 90 22045.5184432164 187.412769440009 0 0
3497 86 20923.7835616438 171.044164383562 57.6259726027397 954759035.17687 256 66038.8645680844 0 628.482408983836 0
3644 86 2785.7397260274 14.2771780821918 10.1122465753425 309652356.832508 106 9296.32244316548 16.0522614575342 0 0
3775 86 7200.87945205479 39.5867945205479 29.3706301369863 903531434.09027 179 20119.6612217967 27.8733693682356 0 0
3776 86 2712.7397260274 30.6049863013699 17.8842191780822 730591926.816382 131 12736.1197340849 109.216248356466 0 0
3788 86 5492.57808219178 37.0626301369863 17.0575616438356 985125633.754632 211 17095.012571966 127.368267016304 0 0
3796 86 3587.34794520548 23.3680273972603 16.301698630137 481425790.828228 140 10830.8381844942 33.0487735890411 0 0
3936 86 4330.98356164384 24.2860547945205 19.7095342465753 730894909.656696 137 12185.7704551682 30.2662793092455 0 0
3945 86 971.235616438356 8.4925205479452 5.39369863013699 429683562.652369 79 3552.30347402849 7.60796257315068 0 0
3946 86 2029.6602739726 21.7097808219178 12.8615616438356 455734554.513038 79 6390.27472913589 17.593413450411 0 0
3947 86 12550.4575342466 400.23 83.7246575342466 985913127.124618 245 35522.3442168329 14.0467944296745 0 0
3948 86 20294.5863013699 224.253534246575 92.5270410958904 1848068985.99206 254 58791.4055005901 266.826274515406 0 0
4054 86 2725.73424657534 51.7882465753425 22.1102739726027 281155718.142847 60 8190.5379392274 0.944250673972603 0 0
4072 86 3238.66575342466 67.3335068493151 17.6662739726027 646355927.82647 164 10735.184306526 101.452990270685 0 0
4158 86 11227.3616438356 65.6901643835616 64.3529315068493 1178742844.59467 279 37410.8407471726 39.3988425098877 0 0
4162 86 7839.79178082192 36.5753698630137 32.0398904109589 991735425.437927 230 23947.1328315162 59.9598773293742 115.981683995342 0
6002 86 12165.4657534247 53.3988767123288 37.2496438356164 2011182769.57826 332 35275.5541862186 502.992210309051 0 0
6004 86 18685.901369863 86.6840547945205 72.1469589041096 2255244785.36477 257 55324.7344821983 241.552811697534 0 0
6016 86 4379.52876712329 19.502904109589 16.5231232876712 875728780.272469 125 13300.2831755403 34.3817722654882 0 0
6017 86 8119.13150684931 22.3419178082192 19.6443835616438 1909267322.04014 242 25516.3496245266 113.946509203294 0 0
6095 86 12185.9780821918 46.672904109589 53.1847123287671 1237498866.02271 266 37080.458677429 77.9477885943995 0 0
6139 86 19761.0657534247 85.2857260273973 131.880547945205 1173248120.38089 131 59713.4189106038 125.11321430137 0 0
6146 86 41956.2 118.568547945205 125.66295890411 2381476099.70165 700 138078.617369517 343.450948714521 0 0
6147 86 36356.4630136986 203.070931506849 118.55498630137 1767420945.26031 528 119107.549733362 296.912879783014 0 0
6155 86 15544.495890411 155.259917808219 53.6567397260274 1372973506.70123 263 44724.1730220164 68.3772380909589 0 0
6178 86 12199.5369863014 34.3860821917808 41.2478630136986 734269552.310664 121 34717.9197242959 27.6564277758904 0 0
6193 86 17429.7150684932 65.7787397260274 73.1762739726027 1066493053.19659 155 50731.7498582257 0 312.868307370411 0
6248 86 9773.56712328767 36.5873424657534 67.6605479452055 1124372665.48422 117 30529.0294244658 60.7594451938274 0 0
6264 86 24628.9561643836 115.821342465753 70.1486575342466 1755910604.05123 248 66972.7026301606 134.672875571145 0 0
8042 86 38906.0410958904 251.10701369863 153.265643835616 1506181108.80003 183 102597.812152997 74.7867779426466 0 0
8102 86 36542.3589041096 1037.87794520548 177.299753424658 2686062812.79764 363 106835.565176989 123.552657957143 0 0
8226 86 7520.82739726027 86.4198356164384 22.5749589041096 962387972.274436 157 21729.36244128 2.29095447448767 132.14916651726 0
3 87 23982.9397260274 149.146438356164 73.1945753424658 1957813485.02891 459 68145.6546714537 79.9070682750066 655.782494541096 0
8 87 19201.0684931507 176.382273972603 60.6258082191781 1858617190.27064 538 55726.7601265479 138.966174301621 0 0
470 87 8614.65479452055 27.7897534246575 40.0911780821918 927174794.798776 109 26372.7083858926 46.3836974356077 8.18832344657534 0
602 87 9985.6301369863 56.8655890410959 30.884602739726 1245659940.27718 124 29436.1278399271 195.378599646271 0 0
641 87 14567.7534246575 353.470136986301 66.1101369863014 1456253478.3676 237 44855.574817337 36.4986608728767 662.98280739726 0
708 87 13585.802739726 193.893095890411 61.1364109589041 1015277494.46594 314 41370.5032759901 42.646397108234 0 0
709 87 27047.7753424658 264.270931506849 116.658630136986 1656826180.84836 503 76924.8548606942 55.3803020284931 0 0
728 87 19350.2712328767 317.445479452055 61.7330410958904 1584864391.12401 468 57404.985842263 65.6254218410959 0 0
856 87 9087.24109589041 61.0566575342466 38.4173424657534 1026679383.32356 152 26440.2438277195 26.1596150968044 0 0
861 87 8111.92602739726 300.630520547945 69.1134246575343 1211194663.58882 290 25782.8056024685 53.9333457849929 0 0
862 87 998.201369863014 27.0938082191781 4.984 487931921.149614 101 3088.61954536329 16.7225141921868 0 0
863 87 1561.68054794521 37.9099178082192 5.74320547945205 377146541.01886 92 4971.71810935014 20.6064431599331 0 0
864 87 3490.73287671233 79.3327945205479 11.7732602739726 737286387.573428 147 10116.6895163419 196.588100451534 0 0
876 87 8266.98904109589 292.479780821918 75.0822191780822 1490644291.60456 324 27583.1346531682 0 29.0877383638356 0
879 87 14713.8246575342 67.2135342465753 72.6235890410959 3132423539.72369 401 47661.863892943 0 99.5638465753425 0
887 87 11618.5178082192 196.254 39.7703561643836 2008549322.70109 332 36331.6330456225 33.89327429628 0 0
889 87 26903.6339726027 678.683068493151 171.00802739726 1913298188.44681 267 79435.2058186926 92.0644407123288 0 0
983 87 27471.797260274 731.043315068493 181.292191780822 1886259848.92391 393 78351.6478193945 5.50363249972603 0 0
988 87 8136.7095890411 135.611589041096 46.2364383561644 1830526487.38276 332 23051.0867967973 169.801209515038 0 0
991 87 1635.55342465753 37.7798904109589 6.11578082191781 619855820.501548 96 5370.32229028822 46.4065483019178 0 0
994 87 25125.5863013699 232.05997260274 79.5318356164384 3023529790.369 327 77035.2400126975 126.094560537534 0 0
1004 87 484.23602739726 12.418301369863 3.06687671232877 362343579.478425 69 1748.27482349425 16.6323011572603 0 0
1008 87 5453.80780821918 136.318602739726 28.0361095890411 803754152.201862 164 17256.7765228866 139.988534740274 0 0
1012 87 3800.33265753425 105.684904109589 20.0186575342466 570363161.800832 71 11678.7364277041 3.25766482520548 14.2305642389041 0
1047 87 2903.44657534247 15.3274246575342 21.1232328767123 520109774.008856 53 9716.31711360603 22.6620161753425 0 0
1250 87 3563.44657534247 15.4214520547945 14.2181917808219 647274442.67563 135 12085.1655240488 0 420.502847525205 0
1355 87 9692.01095890411 189.972328767123 34.8398356164384 714255192.607572 142 30142.4882064745 41.5470296547945 0 0
1356 87 22723.1534246575 247.700739726027 81.2391506849315 2173801930.51631 232 68585.3021211003 130.306593008219 0 0
1357 87 2863.04657534247 66.278602739726 14.9179452054795 401369233.518653 107 9773.6469399852 10.8588827506849 0 0
1364 87 18848.5506849315 55.5785753424658 75.6616438356164 1901521236.86885 567 56958.7077616082 154.384985194521 100.736130575342 0
1570 87 1476.00821917808 12.0936712328767 5.05717808219178 329699243.248455 65 4616.14542290192 22.3483900586301 0 0
1606 87 3108.63561643836 30.004 12.4678356164384 212051898.562852 68 8854.27968007452 4.18811595004274 0 0
1695 87 6033.49863013699 38.7224109589041 18.5162465753425 829987868.853405 185 17537.0347799403 43.5940302230137 0 0
1745 87 10897.9890410959 61.6824931506849 31.1371506849315 1978299968.58432 327 31411.1299366033 72.068657952549 0 0
1943 87 124.382191780822 1.92939726027397 0.668246575342466 242125874.1252 37 549.039050813151 3.30487735890411 0 0
2080 87 5343.64383561644 140.769753424658 22.5041369863014 601657164.954014 155 16989.804418811 14.0030014323452 0 0
2103 87 33912.7753424658 724.905616438356 112.360246575342 2956157372.93415 483 99566.7621901786 212.985856486027 0 0
2107 87 10017.7178082192 227.991589041096 78.4118356164384 1140590857.91543 262 31318.2505176307 24.9484517358904 0 0
2526 87 2175.94626849315 34.1601917808219 8.17742465753425 452098862.39425 83 6818.75079402301 58.678454973669 0 0
2527 87 2006.30438356164 31.8145753424658 8.38871232876712 443663242.810683 90 6593.09736510247 93.2026000068493 0 0
2535 87 5904.92328767123 77.2749589041096 17.1134520547945 502850437.808429 82 16307.9640582855 10.6738264802055 0 0
2549 87 10630.4356164384 128.370246575342 45.0502739726027 2044001033.91857 303 31689.7530983573 0 0 0
2554 87 9054.49315068493 140.11901369863 27.341095890411 1144256394.7098 210 27467.572181143 0 0 0
2642 87 3197.82739726027 54.4213698630137 9.63942465753425 506625713.360782 132 9920.32728932329 28.8536027375342 0 0
2706 87 6153.48493150685 49.396602739726 25.8140821917808 400507904.008458 101 18100.8959969452 46.9177116596252 0 0
2718 87 4918.15616438356 33.5842465753425 14.5095068493151 1072078687.76282 155 14213.2711228619 134.494843851215 0 0
2721 87 6704.31506849315 49.7177534246575 19.6606301369863 857023725.771321 142 19420.36153784 35.9218653486805 0 0
2727 87 23744.2630136986 151.565068493151 64.9311232876712 1636662532.93491 200 63552.0668832751 193.416153353582 0 0
2790 87 717.367671232877 9.61315068493151 2.02021917808219 210096527.77458 51 2846.76964799452 0 3.00979902328767 0
2850 87 39996.2410958904 473.24295890411 188.573205479452 2636615024.78023 555 115482.825444377 80.5420566193101 0 0
2864 87 6761.44082191781 168.040849315068 34.9207397260274 1145056553.44388 279 22361.5286322937 13.4285024606811 0 0
2872 87 23635.2712328767 861.060794520548 136.647671232877 2025332255.27002 370 66147.8590379726 177.111257628227 0 0
2876 87 20605.3616438356 563.412767123288 129.903287671233 1624505673.50964 338 58801.6319923282 16.0522614575342 0 0
3098 87 4048.39178082192 9.08520547945206 21.3803561643836 1221486987.27181 230 13642.0911601995 80.8906166386356 0 0
3130 87 3282.66575342466 44.0417808219178 12.6341369863014 594698326.304698 104 10839.3128342932 186.808057819101 0 0
3131 87 10122.4301369863 156.678904109589 37.8750684931507 1067833413.46574 139 30240.0689660477 213.884327863932 0 0
3138 87 5205.97260273973 68.492602739726 26.9874520547945 769306887.942824 168 17439.7917345112 29.5720797030362 0 0
3140 87 25354.3260273973 346.18098630137 75.2472876712329 1585952344.92402 216 73171.1754776247 252.727114641212 0 0
3149 87 27234.9123287671 283.502136986301 77.2367123287671 1616695384.75919 194 76050.1821326849 282.086414199516 0 0
